word,logratio
badly,4.403343919820128
weak,4.210698841877732
mitt,4.140309513986334
romney,4.140309513986334
elizabeth,3.905844260349311
goofy,3.905844260349311
warren,3.905844260349311
joke,3.8183814190989716
mails,3.8183814190989716
dollars,3.4033439198201276
senate,3.277813037736269
unfair,3.277813037736269
biased,3.210698841877732
bosses,3.140309513986334
brexit,3.140309513986334
candidates,3.140309513986334
lindsey,3.140309513986334
mess,3.140309513986334
paid,3.140309513986334
total,3.140309513986334
crazy,2.988306420541284
disgusting,2.988306420541284
raised,2.988306420541284
sided,2.988306420541284
sources,2.988306420541284
turnberry,2.988306420541284
angry,2.8183814190989716
bought,2.8183814190989716
careful,2.8183814190989716
guns,2.8183814190989716
highly,2.8183814190989716
political,2.8183814190989716
pols,2.8183814190989716
set,2.8183814190989716
word,2.8183814190989716
called,2.7252720147074903
chance,2.6257363411565757
divided,2.6257363411565757
explain,2.6257363411565757
false,2.6257363411565757
fortune,2.6257363411565757
funny,2.6257363411565757
native,2.6257363411565757
playing,2.6257363411565757
poor,2.6257363411565757
protesters,2.6257363411565757
referred,2.6257363411565757
republicans,2.6257363411565757
rnc,2.6257363411565757
talks,2.6257363411565757
temperament,2.6257363411565757
dumb,2.5188211372400637
lost,2.481346431821401
run,2.4622376088736964
media,2.429816131181319
audit,2.4033439198201276
brought,2.4033439198201276
brussels,2.4033439198201276
choker,2.4033439198201276
control,2.4033439198201276
cover,2.4033439198201276
crimea,2.4033439198201276
democrats,2.4033439198201276
director,2.4033439198201276
dog,2.4033439198201276
easily,2.4033439198201276
king,2.4033439198201276
leading,2.4033439198201276
list,2.4033439198201276
lobbyists,2.4033439198201276
opponents,2.4033439198201276
reason,2.4033439198201276
reported,2.4033439198201276
returns,2.4033439198201276
tim,2.4033439198201276
waste,2.4033439198201276
ted,2.3589498004616742
hit,2.320881759628155
million,2.320881759628155
remember,2.320881759628155
china,2.277813037736269
dead,2.277813037736269
graham,2.277813037736269
judgement,2.277813037736269
nasty,2.277813037736269
politics,2.277813037736269
running,2.277813037736269
strong,2.2334189183778155
millions,2.210698841877732
money,2.210698841877732
phony,2.210698841877732
totally,2.210698841877732
beat,2.196893042352701
crooked,2.1594183369340385
amendment,2.140309513986334
bigger,2.140309513986334
broke,2.140309513986334
caught,2.140309513986334
chosen,2.140309513986334
clue,2.140309513986334
commercials,2.140309513986334
constantly,2.140309513986334
created,2.140309513986334
destroyed,2.140309513986334
dirty,2.140309513986334
drudge,2.140309513986334
enthusiasm,2.140309513986334
evangelicals,2.140309513986334
experience,2.140309513986334
eyes,2.140309513986334
fighting,2.140309513986334
fired,2.140309513986334
flag,2.140309513986334
fool,2.140309513986334
forced,2.140309513986334
hundreds,2.140309513986334
illegals,2.140309513986334
ineffective,2.140309513986334
losing,2.140309513986334
megyn,2.140309513986334
negative,2.140309513986334
networks,2.140309513986334
opposite,2.140309513986334
pathetic,2.140309513986334
pocahontas,2.140309513986334
politicians,2.140309513986334
poorly,2.140309513986334
race,2.140309513986334
racist,2.140309513986334
ran,2.140309513986334
scandal,2.140309513986334
solve,2.140309513986334
spent,2.140309513986334
statements,2.140309513986334
stupid,2.140309513986334
vicious,2.140309513986334
write,2.140309513986334
wrong,2.140309513986334
lyin,2.0913999135053873
votes,2.066308932542557
@megynkelly,2.0407738404354197
cruz,2.020015280268622
bad,2.0082059779789887
bill,1.988306420541284
court,1.988306420541284
drop,1.988306420541284
lie,1.988306420541284
mike,1.988306420541284
november,1.988306420541284
policy,1.988306420541284
times,1.988306420541284
voting,1.988306420541284
sanders,1.9652228074282427
failed,1.9558849428489067
women,1.9558849428489067
bernie,1.9252966230154835
kasich,1.917917092649886
dishonest,1.905844260349311
record,1.905844260349311
win,1.8825117565186873
@brithume,1.8183814190989716
@elizabethforma,1.8183814190989716
@nbcnews,1.8183814190989716
@nytimes,1.8183814190989716
ability,1.8183814190989716
agent,1.8183814190989716
anger,1.8183814190989716
announce,1.8183814190989716
anymore,1.8183814190989716
apple,1.8183814190989716
average,1.8183814190989716
barbara,1.8183814190989716
bible,1.8183814190989716
blown,1.8183814190989716
cash,1.8183814190989716
choked,1.8183814190989716
chuck,1.8183814190989716
clintons,1.8183814190989716
clown,1.8183814190989716
complaining,1.8183814190989716
correct,1.8183814190989716
criticized,1.8183814190989716
crooked's,1.8183814190989716
dangerous,1.8183814190989716
democrat,1.8183814190989716
discredited,1.8183814190989716
disgraceful,1.8183814190989716
dummy,1.8183814190989716
effort,1.8183814190989716
focus,1.8183814190989716
historic,1.8183814190989716
hits,1.8183814190989716
husband,1.8183814190989716
info,1.8183814190989716
islamic,1.8183814190989716
justices,1.8183814190989716
koch,1.8183814190989716
laughing,1.8183814190989716
lawsuit,1.8183814190989716
learn,1.8183814190989716
liars,1.8183814190989716
lied,1.8183814190989716
light,1.8183814190989716
line,1.8183814190989716
listen,1.8183814190989716
lives,1.8183814190989716
loan,1.8183814190989716
loser,1.8183814190989716
losers,1.8183814190989716
lyin'ted,1.8183814190989716
mathematically,1.8183814190989716
matter,1.8183814190989716
meetings,1.8183814190989716
minutes,1.8183814190989716
misrepresent,1.8183814190989716
missing,1.8183814190989716
mistakes,1.8183814190989716
nuclear,1.8183814190989716
panel,1.8183814190989716
panels,1.8183814190989716
paper,1.8183814190989716
paris,1.8183814190989716
performance,1.8183814190989716
pressure,1.8183814190989716
primaries,1.8183814190989716
productive,1.8183814190989716
properly,1.8183814190989716
pundits,1.8183814190989716
putting,1.8183814190989716
ratings,1.8183814190989716
resign,1.8183814190989716
reviews,1.8183814190989716
